game_id,name,difficulty,mechanism,bank_size,board_size,generator_params,AI_policy,rating_metric,observed_distribution,overlap,meaningfully_distinct,finding,fix
20,SUM GRID,NORMAL,Weighted row/column subset sums; order/weights and crossing inference,30,"{'min': 5, 'median': 5.0, 'max': 5}","{'maximum_value': {'min': 9, 'median': 9.0, 'max': 9}, 'maximum_target': {'min': 11, 'median': 25.0, 'max': 34}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'maximum_value': {'min': 9, 'median': 9.0, 'max': 9}, 'maximum_target': {'min': 11, 'median': 25.0, 'max': 34}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
20,SUM GRID,HARD,Weighted row/column subset sums; order/weights and crossing inference,30,"{'min': 6, 'median': 6.0, 'max': 6}","{'maximum_value': {'min': 11, 'median': 12.0, 'max': 12}, 'maximum_target': {'min': 26, 'median': 35.5, 'max': 48}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'maximum_value': {'min': 11, 'median': 12.0, 'max': 12}, 'maximum_target': {'min': 26, 'median': 35.5, 'max': 48}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
20,SUM GRID,MASTER,Weighted row/column subset sums; order/weights and crossing inference,30,"{'min': 7, 'median': 7.0, 'max': 7}","{'maximum_value': {'min': 5, 'median': 5.0, 'max': 5}, 'maximum_target': {'min': 13, 'median': 19.0, 'max': 24}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 7, 'median': 7.0, 'max': 7}, 'cells': {'min': 49, 'median': 49.0, 'max': 49}, 'maximum_value': {'min': 5, 'median': 5.0, 'max': 5}, 'maximum_target': {'min': 13, 'median': 19.0, 'max': 24}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 3, 'median': 5.0, 'max': 19}, 'search_branches': {'min': 1, 'median': 2.0, 'max': 9}, 'search_max_depth': {'min': 1, 'median': 2.0, 'max': 8}, 'basic_unfilled': {'min': 20, 'median': 34.5, 'max': 45}, 'advanced_unfilled': {'min': 20, 'median': 34.5, 'max': 45}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 2.0, 'max': 8}, 'forcing_probes': {'min': 1, 'median': 3.5, 'max': 53}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
21,NIM,EASY,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x3; mode 1: 1x3,3 piles 1..7,random legal move,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,6/106 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
21,NIM,NORMAL,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x3; mode 1: 1x3,3 piles 1..15,75% exact-policy branch; 25% random,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,79/106 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
21,NIM,HARD,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x4; mode 1: 1x4,4 piles 1..31,exact outcome-optimal policy,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,106/106 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
21,NIM,MASTER,Verified forced-win tactical starts; CPU identical to HARD,mode 0: 30; mode 1: 30,mode 0: 1x4; mode 1: 1x4,Full enumerated mode-specific bank; human can force a win,same exact policy as HARD,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,106/106 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
22,WYTHOFF,EASY,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x3; mode 1: 1x3,piles 1..10,random legal move,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,9/111 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
22,WYTHOFF,NORMAL,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x3; mode 1: 1x3,piles 1..24,75% exact-policy branch; 25% random,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,87/111 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
22,WYTHOFF,HARD,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x3; mode 1: 1x3,piles 1..40,exact outcome-optimal policy,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,111/111 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
22,WYTHOFF,MASTER,Verified forced-win tactical starts; CPU identical to HARD,mode 0: 30; mode 1: 12,mode 0: 1x3; mode 1: 1x3,Full enumerated mode-specific bank; human can force a win,same exact policy as HARD,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,111/111 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
23,EUCLID,EASY,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x2; mode 1: 1x2,values 1..12,random legal move,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,22/89 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
23,EUCLID,NORMAL,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x2; mode 1: 1x2,values 1..40,75% exact-policy branch; 25% random,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,69/89 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
23,EUCLID,HARD,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x2; mode 1: 1x2,values 1..99,exact outcome-optimal policy,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,89/89 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
23,EUCLID,MASTER,Verified forced-win tactical starts; CPU identical to HARD,mode 0: 30; mode 1: 30,mode 0: 1x2; mode 1: 1x2,Full enumerated mode-specific bank; human can force a win,same exact policy as HARD,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,89/89 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
24,MAKE FIFTEEN,EASY,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 3x3,empty 9-card opening,random legal move,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,31/67 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
24,MAKE FIFTEEN,NORMAL,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 3x3,empty 9-card opening,75% exact-policy branch; 25% random,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,53/67 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
24,MAKE FIFTEEN,HARD,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 3x3,empty 9-card opening,exact outcome-optimal policy,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,67/67 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
24,MAKE FIFTEEN,MASTER,Verified forced-win tactical starts; CPU identical to HARD,mode 0: 30; mode 1: 5,mode 0: 3x3; mode 1: 3x3,Full enumerated mode-specific bank; human can force a win,same exact policy as HARD,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,67/67 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
25,RACE TO TARGET,EASY,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x1; mode 1: 1x1,target 21/add 1..3,random legal move,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,27/102 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
25,RACE TO TARGET,NORMAL,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x1; mode 1: 1x1,target 31/add 1..3,75% exact-policy branch; 25% random,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,84/102 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
25,RACE TO TARGET,HARD,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x1; mode 1: 1x1,target 23/add 1..4,exact outcome-optimal policy,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,102/102 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
25,RACE TO TARGET,MASTER,Verified forced-win tactical starts; CPU identical to HARD,mode 0: 30; mode 1: 30,mode 0: 1x1; mode 1: 1x1,Full enumerated mode-specific bank; human can force a win,same exact policy as HARD,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,102/102 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
26,2048,EASY,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=512; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
26,2048,NORMAL,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=1024; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
26,2048,HARD,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=2048; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
26,2048,MASTER,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=8192; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
27,SLIDING,EASY,Solvable legal shuffle and Manhattan lower-bound acceptance,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 4x4,"80 shuffle steps, Manhattan threshold 6, <=16 attempts",None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 10, ""max"": 28, ""mean"": 21.9219, ""median"": 22.0, ""min"": 10}, ""manhattan_lower_bound"": {""distinct"": 8, ""max"": 20, ""mean"": 14.0938, ""median"": 14.0, ""min"": 6}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 12, ""max"": 40, ""mean"": 28.3125, ""median"": 28.0, ""min"": 18}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,REVIEW REQUIRED,No calibration change; retain seeds and label evidence limitations
27,SLIDING,NORMAL,Solvable legal shuffle and Manhattan lower-bound acceptance,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 4x4,"160 shuffle steps, Manhattan threshold 10, <=16 attempts",None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 9, ""max"": 28, ""mean"": 22.1875, ""median"": 22.0, ""min"": 12}, ""manhattan_lower_bound"": {""distinct"": 6, ""max"": 20, ""mean"": 14.375, ""median"": 14.0, ""min"": 10}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 13, ""max"": 46, ""mean"": 34.0938, ""median"": 34.0, ""min"": 20}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,REVIEW REQUIRED,No calibration change; retain seeds and label evidence limitations
27,SLIDING,HARD,Solvable legal shuffle and Manhattan lower-bound acceptance,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 4x4,"240 shuffle steps, Manhattan threshold 14, <=16 attempts",None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 8, ""max"": 28, ""mean"": 23.25, ""median"": 24.0, ""min"": 14}, ""manhattan_lower_bound"": {""distinct"": 4, ""max"": 20, ""mean"": 15.8438, ""median"": 16.0, ""min"": 14}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 14, ""max"": 50, ""mean"": 36.25, ""median"": 36.0, ""min"": 24}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,REVIEW REQUIRED,No calibration change; retain seeds and label evidence limitations
27,SLIDING,MASTER,Certified long starts,mode 0: 2; mode 1: 30,mode 0: 3x3; mode 1: 4x4,3x3 exact 31; 4x4 400-step witness and lower bound >=48,None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 1, ""max"": 31, ""mean"": 31, ""median"": 31.0, ""min"": 31}, ""manhattan_lower_bound"": {""distinct"": 1, ""max"": 21, ""mean"": 21, ""median"": 21.0, ""min"": 21}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 3, ""max"": 52, ""mean"": 49.0667, ""median"": 48.0, ""min"": 48}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,PASS,No calibration change; retain seeds and label evidence limitations
28,LIGHTS OUT,EASY,4x4 certified minimum presses; 5x5 constructive pressing,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 5x5,revision 3 4x4 minimum 2; 5x5 4 generating presses,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 2, ""mean"": 2, ""median"": 2.0, ""min"": 2}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 1, ""max"": 4, ""mean"": 4, ""median"": 4.0, ""min"": 4}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",FIXED,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
28,LIGHTS OUT,NORMAL,4x4 certified minimum presses; 5x5 constructive pressing,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 5x5,revision 3 4x4 minimum 4; 5x5 8 generating presses,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 4, ""mean"": 4, ""median"": 4.0, ""min"": 4}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 2, ""max"": 8, ""mean"": 7.9844, ""median"": 8.0, ""min"": 6}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",FIXED,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
28,LIGHTS OUT,HARD,4x4 certified minimum presses; 5x5 constructive pressing,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 5x5,revision 3 4x4 minimum 5; 5x5 18 generating presses,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 5, ""mean"": 5, ""median"": 5.0, ""min"": 5}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 5, ""max"": 14, ""mean"": 10.0781, ""median"": 10.0, ""min"": 6}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",FIXED,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
28,LIGHTS OUT,MASTER,Certified minimum-press banks,mode 0: 30; mode 1: 30,mode 0: 4x4; mode 1: 5x5,4x4 exact 6; 5x5 exact 12..14,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 6, ""mean"": 6, ""median"": 6.0, ""min"": 6}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 3, ""max"": 14, ""mean"": 12.2667, ""median"": 12.0, ""min"": 12}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",PASS,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
31,SHIKAKU,EASY,BOARD_SIZE,30,5x5,original host bank,none,independent public-clue reference solver nodes,clues=6..9 mean=7.17; reference_nodes=8..17,exact=0;D4=0 across levels,True,none,none
31,SHIKAKU,NORMAL,BOARD_SIZE,30,6x6,original host bank,none,independent public-clue reference solver nodes,clues=8..13 mean=10.30; reference_nodes=9..54,exact=0;D4=0 across levels,True,none,none
31,SHIKAKU,HARD,BANK_DIFFERENCE,30,8x8,original host bank,none,independent public-clue reference solver nodes,clues=12..19 mean=14.57; reference_nodes=15..76,exact=0;D4=0 across levels,True,none,none
31,SHIKAKU,MASTER,COMPOSITE,30,8x8,original host bank; MASTER structural filter,none,independent public-clue reference solver nodes,clues=10..15 mean=13.10; reference_nodes=21..125,exact=0;D4=0 across levels,True,"MASTER shares 8x8 with HARD; structural search filters, not every-human-order proof",none
32,SLITHERLINK,EASY,BOARD_SIZE,30,5x5,original host bank,none,independent public-clue reference solver nodes,clues=18..18 mean=18.00; reference_nodes=1..5,exact=0;D4=0 across levels,True,none,none
32,SLITHERLINK,NORMAL,BOARD_SIZE,30,6x6,original host bank,none,independent public-clue reference solver nodes,clues=23..23 mean=23.00; reference_nodes=1..7,exact=0;D4=0 across levels,True,none,none
32,SLITHERLINK,HARD,BANK_DIFFERENCE,30,8x8,original host bank,none,independent public-clue reference solver nodes,clues=34..34 mean=34.00; reference_nodes=1..199,exact=0;D4=0 across levels,True,none,none
32,SLITHERLINK,MASTER,COMPOSITE,30,8x8,original host bank; MASTER structural filter,none,independent public-clue reference solver nodes,clues=25..26 mean=25.03; reference_nodes=5..1317,exact=0;D4=0 across levels,True,"MASTER shares 8x8 with HARD; structural search filters, not every-human-order proof",none
33,BLACK BOX,EASY,5×5; 3 atoms; 20 ports,0,5x5,"{""atom_layout_domain"":2300,""atoms"":3,""board_side"":5,""ports"":20,""ray_checks"":5120,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":171,""unique_sample_full_ray_vectors"":244}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":0,""metrics"":{""atom_layout_domain"":2300,""atoms"":3,""board_side"":5,""ports"":20,""ray_checks"":5120,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":171,""unique_sample_full_ray_vectors"":244},""modes"":1,""unique"":244,""unique_bank"":null,""validated_initializations"":256}","{""counts"":{""HARD"":0,""MASTER"":0,""NORMAL"":0},""scope"":""bounded runtime sample only, not full generator domain""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only.,No demonstrated selector no-op; generation and legacy banks preserved
33,BLACK BOX,NORMAL,6×6; 4 atoms; 24 ports,0,6x6,"{""atom_layout_domain"":58905,""atoms"":4,""board_side"":6,""ports"":24,""ray_checks"":6144,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":250,""unique_sample_full_ray_vectors"":256}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":0,""metrics"":{""atom_layout_domain"":58905,""atoms"":4,""board_side"":6,""ports"":24,""ray_checks"":6144,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":250,""unique_sample_full_ray_vectors"":256},""modes"":1,""unique"":256,""unique_bank"":null,""validated_initializations"":256}","{""counts"":{""EASY"":0,""HARD"":0,""MASTER"":0},""scope"":""bounded runtime sample only, not full generator domain""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only.,No demonstrated selector no-op; generation and legacy banks preserved
33,BLACK BOX,HARD,7×7; 5 atoms; 28 ports,0,7x7,"{""atom_layout_domain"":1906884,""atoms"":5,""board_side"":7,""ports"":28,""ray_checks"":7168,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":256,""unique_sample_full_ray_vectors"":256}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":0,""metrics"":{""atom_layout_domain"":1906884,""atoms"":5,""board_side"":7,""ports"":28,""ray_checks"":7168,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":256,""unique_sample_full_ray_vectors"":256},""modes"":1,""unique"":256,""unique_bank"":null,""validated_initializations"":256}","{""counts"":{""EASY"":0,""MASTER"":0,""NORMAL"":0},""scope"":""bounded runtime sample only, not full generator domain""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only.,No demonstrated selector no-op; generation and legacy banks preserved
33,BLACK BOX,MASTER,8×8; 6 atoms; 32 ports,0,8x8,"{""atom_layout_domain"":74974368,""atoms"":6,""board_side"":8,""ports"":32,""ray_checks"":8192,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":256,""unique_sample_full_ray_vectors"":256}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":0,""metrics"":{""atom_layout_domain"":74974368,""atoms"":6,""board_side"":8,""ports"":32,""ray_checks"":8192,""unique_hidden_layout_guarantee"":false,""unique_sample_D4_layouts"":256,""unique_sample_full_ray_vectors"":256},""modes"":1,""unique"":256,""unique_bank"":null,""validated_initializations"":256}","{""counts"":{""EASY"":0,""HARD"":0,""NORMAL"":0},""scope"":""bounded runtime sample only, not full generator domain""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only.,No demonstrated selector no-op; generation and legacy banks preserved
34,CRYPTARITHM,EASY,two 2-digit addends; 3..5 letters,30,N/A; see generator_params,"{""addend_length"":2,""carry_columns"":{""max"":2,""median"":2.0,""min"":1},""column_solver_nodes"":{""max"":119,""median"":71.5,""min"":4},""letters"":{""max"":4,""median"":3.0,""min"":3},""solution_count_declared_and_independently_verified"":1}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":30,""metrics"":{""addend_length"":2,""carry_columns"":{""max"":2,""median"":2.0,""min"":1},""column_solver_nodes"":{""max"":119,""median"":71.5,""min"":4},""letters"":{""max"":4,""median"":3.0,""min"":3},""solution_count_declared_and_independently_verified"":1},""modes"":1,""unique"":30,""unique_bank"":30,""validated_initializations"":30}","{""counts"":{""HARD"":0,""MASTER"":0,""NORMAL"":0},""scope"":""complete current bank""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only. REVIEW REQUIRED: letter-count and column-count increase; carry/node distributions overlap. Solver nodes are not human ratings.,No demonstrated selector no-op; generation and legacy banks preserved
